,Station Name,ID,Lat.,Lon.,GLOSS ID  ,Country  ,Date,Coastline  ,Station  
0,HELIGMAN,231,60.2,19.3,,ALA,01/01/1980,60,251
1,KOBBAKLINTAR,63,60.033,19.883,,ALA,01/01/1980,60,261
2,LEMSTROM,84,60.1,20.017,,ALA,01/01/1980,60,271
3,FOGLO / DEGERBY,249,60.032,20.385,,ALA,24/01/2017,60,281
4,PAGO PAGO,539,-14.28,-170.69,144.0,ASM,02/02/2017,745,1
5,BAHIA ESPERANZA,988,-63.3,-56.917,185.0,ATA,11/05/1999,999,1
6,ARGENTINE ISLANDS,913,-65.246,-64.257,188.0,ATA,21/05/2015,999,3
7,PUERTO SOBERANIA,1603,-62.483,-59.633,189.0,ATA,30/09/2004,999,5
8,ALMIRANTE BROWN,858,-64.9,-62.867,,ATA,01/01/1980,999,24
9,CAPE ROBERTS ANTARCTICA,1763,-77.034,163.191,,ATA,27/09/2010,999,70
10,SCOTT BASE,2029,-77.85,166.769,134.0,ATA,23/02/2012,999,80
11,ROTHERA,1931,-67.571,-68.13,342.0,ATA,21/05/2015,999,103
12,USHUAIA I,874,-54.817,-68.217,181.0,ARG,01/01/1980,860,1
13,USHUAIA II,1271,-54.817,-68.217,181.0,ARG,12/11/2007,860,2
14,PUERTO DESEADO,185,-47.75,-65.917,190.0,ARG,24/05/2017,860,11
15,COMODORO RIVADAVIA,181,-45.867,-67.483,,ARG,01/01/1980,860,21
16,PUERTO MADRYN,501,-42.767,-65.033,191.0,ARG,25/10/2010,860,31
17,PIRAMIDE,867,-42.583,-64.283,,ARG,01/01/1980,860,41
18,ROSALES,870,-38.933,-62.067,,ARG,01/01/1980,860,61
19,QUEQUEN,223,-38.583,-58.7,,ARG,05/04/1990,860,81
20,MAR DEL PLATA (PUERTO),857,-38.033,-57.533,192.0,ARG,01/01/1980,860,91
21,MAR DEL PLATA (NAVAL BASE),819,-38.033,-57.517,192.0,ARG,24/05/2017,860,101
22,MAR DE AJO,1542,-36.7,-56.667,,ARG,02/03/1988,860,124
23,RIO SANTIAGO,897,-34.85,-57.9,,ARG,01/01/1980,860,141
24,BUENOS AIRES,157,-34.6,-58.367,,ARG,14/05/1991,860,151
25,PALERMO,832,-34.567,-58.4,,ARG,24/05/2017,860,161
26,ISLA MARTIN GARCIA,864,-34.183,-58.25,,ARG,01/01/1980,860,171
27,DARWIN,935,-12.472,130.846,62.0,AUS,25/01/2017,680,11
28,MILNER BAY (GROOTE EYLANDT),1160,-13.86,136.416,,AUS,25/01/2017,680,15
29,KARUMBA,835,-17.5,140.833,,AUS,30/06/2016,680,18
30,WEIPA,1157,-12.667,141.867,,AUS,30/06/2016,680,21
31,BOOBY ISLAND,1268,-10.603,141.91,61.0,AUS,30/06/2016,680,25
32,TURTLE HEAD,1749,-10.522,142.212,,AUS,30/06/2016,680,28
33,PORT DOUGLAS 2,1471,-16.483,145.467,,AUS,19/05/2015,680,37
34,CAIRNS,953,-16.917,145.783,,AUS,30/06/2016,680,41
35,MOURILYAN HARBOUR,1629,-17.583,146.083,,AUS,30/06/2016,680,43
36,LUCINDA,1630,-18.517,146.383,,AUS,30/06/2016,680,47
37,BOWEN II,2074,-20.017,148.25,,AUS,30/06/2016,680,50
38,TOWNSVILLE I,637,-19.25,146.833,60.0,AUS,30/06/2016,680,51
39,CAPE FERGUSON,1492,-19.277,147.058,,AUS,25/01/2017,680,54
40,SHUTE HARBOUR 2,1569,-20.283,148.783,,AUS,30/06/2016,680,58
41,MACKAY,564,-21.1,149.233,,AUS,30/06/2016,680,61
42,ROSSLYN BAY,1760,-23.161,150.79,,AUS,25/01/2017,680,69
43,PORT ALMA,2072,-23.583,150.867,,AUS,30/06/2016,680,70
44,GLADSTONE,825,-23.854,151.314,,AUS,30/06/2016,680,71
45,"BUNDABERG, BURNETT HEADS",1154,-24.767,152.383,59.0,AUS,30/06/2016,680,73
46,BRISBANE (WEST INNER BAR),822,-27.367,153.167,58.0,AUS,30/06/2016,680,78
47,BALLINA,319,-28.867,153.583,,AUS,01/01/1980,680,81
48,BRUNSWICK HEADS,2310,-28.537,153.552,,AUS,22/11/2016,680,82
49,TWEED HEADS,2314,-28.169,153.55,,AUS,28/09/2016,680,85
50,TWEED ENTRANCE SOUTH,2319,-28.171,153.551,,AUS,29/11/2016,680,86
51,EVANS HEAD,1229,-29.117,153.433,,AUS,01/01/1980,680,93
52,YAMBA,310,-29.43,153.362,,AUS,22/11/2016,680,101
53,COFF'S HARBOUR,799,-30.317,153.083,,AUS,11/03/1987,680,111
54,COFFS HARBOUR III,2311,-30.303,153.146,,AUS,22/11/2016,680,115
55,LORD HOWE ISLAND,818,-31.517,159.067,148.0,AUS,22/11/2016,680,121
56,PORT MACQUARIE,2313,-31.427,152.911,,AUS,22/11/2016,680,125
57,PORT STEPHENS (TOMAREE),2316,-32.715,152.182,,AUS,28/09/2016,680,128
58,SHOAL BAY,2320,-32.72,152.176,,AUS,29/11/2016,680,129
59,NEWCASTLE I,320,-32.917,151.8,,AUS,01/01/1980,680,131
60,NEWCASTLE II,1335,-32.917,151.8,,AUS,04/11/1987,680,132
61,NEWCASTLE III,267,-32.917,151.8,,AUS,12/04/1989,680,133
62,NEWCASTLE V,837,-32.924,151.789,,AUS,30/06/2016,680,135
63,"SYDNEY, FORT DENISON 2",196,-33.855,151.226,57.0,AUS,30/06/2016,680,140
64,"SYDNEY, FORT DENISON",65,-33.85,151.233,57.0,AUS,10/05/2000,680,141
65,CAMP COVE,549,-33.833,151.283,,AUS,20/02/1990,680,151
66,PORT KEMBLA,831,-34.474,150.912,,AUS,25/01/2017,680,161
67,JERVIS BAY II,2312,-35.122,150.708,,AUS,22/11/2016,680,164
68,ULLADULLA HARBOUR,2315,-35.358,150.477,,AUS,22/11/2016,680,165
69,EDEN,833,-37.074,149.908,,AUS,22/11/2016,680,171
70,STONY POINT,1033,-38.372,145.225,,AUS,31/01/2017,680,178
71,BURNIE,683,-41.05,145.915,,AUS,25/01/2017,680,193
72,LOW HEAD,2071,-41.064,146.795,,AUS,07/07/2016,680,194
73,DEVONPORT,1118,-41.185,146.362,,AUS,30/06/2016,680,195
74,SPRING BAY,1216,-42.546,147.933,56.0,AUS,25/01/2017,680,199
75,HOBART,838,-42.877,147.341,,AUS,28/07/2016,680,201
76,LORNE,1836,-38.547,143.989,,AUS,25/01/2017,680,226
77,PORTLAND,1547,-38.343,141.613,55.0,AUS,25/01/2017,680,231
78,PORT MACDONNELL I,871,-38.0,140.667,,AUS,01/01/1980,680,241
79,BEACHPORT,304,-37.5,140.0,,AUS,31/05/1989,680,251
80,KINGSTON,515,-36.833,139.85,,AUS,01/01/1980,680,271
81,VICTOR HARBOUR,1069,-35.562,138.635,,AUS,29/06/2016,680,275
82,BRIGHTON,677,-35.033,138.517,,AUS,01/01/1980,680,291
83,PORT STANVAC,1506,-35.109,138.467,,AUS,13/10/2011,680,298
84,PORT ADELAIDE (OUTER HARBOR),448,-34.78,138.481,,AUS,30/06/2016,680,311
85,SECOND VALLEY,443,-35.517,138.167,,AUS,01/01/1980,680,321
86,PORT GILES,1550,-35.022,137.768,,AUS,30/06/2016,680,340
87,EDITHBURG,516,-35.083,137.75,,AUS,01/01/1980,680,341
88,AMERICAN RIVER,631,-35.8,137.767,,AUS,01/01/1980,680,361
89,STENHOUSE BAY,492,-35.25,137.767,,AUS,01/01/1980,680,371
90,PORT WALLAROO,383,-33.933,137.633,,AUS,01/01/1980,680,381
91,WALLAROO II,1420,-33.926,137.615,,AUS,30/06/2016,680,382
92,PORT PIRIE,216,-33.178,138.012,,AUS,30/06/2016,680,391
93,PORT AUGUSTA,574,-32.55,137.783,,AUS,11/03/1987,680,401
94,WHYALLA III,1367,-33.013,137.59,,AUS,30/06/2016,680,410
95,WHYALLA,493,-33.017,137.567,,AUS,01/01/1980,680,411
96,FRANKLIN HARBOR,402,-33.683,136.933,,AUS,01/01/1980,680,421
97,PORT LINCOLN,230,-34.716,135.87,,AUS,30/06/2016,680,431
98,THEVENARD,386,-32.149,133.641,308.0,AUS,25/01/2017,680,441
99,ESPERANCE,1114,-33.871,121.895,54.0,AUS,25/01/2017,680,446
100,ALBANY,957,-35.034,117.893,,AUS,30/06/2016,680,451
101,BUNBURY,834,-33.323,115.66,,AUS,30/06/2016,680,461
102,FREMANTLE,111,-32.056,115.739,53.0,AUS,30/06/2016,680,471
103,HILLARYS,1761,-31.826,115.739,,AUS,25/01/2017,680,472
104,GERALDTON,1031,-28.776,114.602,,AUS,29/06/2016,680,474
105,CARNARVON,1115,-24.899,113.651,52.0,AUS,29/06/2016,680,479
106,EXMOUTH,1762,-21.955,114.141,,AUS,30/06/2016,680,482
107,ONSLOW,1631,-21.65,115.132,,AUS,30/06/2016,680,483
108,KING BAY,1549,-20.624,116.749,,AUS,30/06/2016,680,486
109,CAPE LAMBERT,1328,-20.588,117.186,,AUS,30/06/2016,680,491
110,PORT HEDLAND,189,-20.318,118.574,51.0,AUS,30/06/2016,680,494
111,BROOME,1159,-18.001,122.219,40.0,AUS,25/01/2017,680,497
112,WYNDHAM,1116,-15.453,128.101,,AUS,29/06/2016,680,507
113,URANGAN II,2073,-25.3,152.917,,AUS,30/06/2016,680,600
114,INCE POINT,1300,-10.508,142.31,,AUS,30/06/2016,680,601
115,GOODS ISLAND,1368,-10.562,142.152,,AUS,30/06/2016,680,602
116,GOLD COAST SEAWAY 2,1704,-27.95,153.417,,AUS,30/06/2016,680,604
117,MOOLOOLABA 2,1493,-26.683,153.133,,AUS,30/06/2016,680,605
118,HAY POINT,1246,-21.283,149.3,,AUS,30/06/2016,680,606
119,SETTLEMENT POINT,1646,26.71,-78.997,211.0,BHS,10/07/2002,941,1
120,SETTLEMENT POINT A,1928,26.683,-78.983,211.0,BHS,13/01/2016,941,2
121,MINA SULMAN,1494,26.233,50.6,,BHR,17/01/2012,482,19
122,HIRON POINT,1451,21.783,89.467,,BGD,08/06/2005,510,3
123,CHARCHANGA,1496,22.217,91.05,36.0,BGD,17/06/2013,510,8
124,CHITTAGONG A,2196,22.247,91.825,36.0,BGD,15/10/2015,510,26
125,KHEPUPARA,1454,21.833,89.833,,BGD,17/10/2002,510,37
126,COX'S BAZAAR,1476,21.45,91.833,,BGD,17/06/2013,510,41
127,ZEEBRUGGE,470,51.35,3.2,,BEL,14/03/2017,160,11
128,OOSTENDE,413,51.233,2.917,,BEL,14/03/2017,160,21
129,NIEUWPOORT,489,51.15,2.733,,BEL,14/03/2017,160,31
130,PAGET ISLAND,886,32.367,-64.667,,BMU,01/01/1980,950,1
131,ST. GEORGES / ESSO PIER (BERMUDA),368,32.373,-64.703,221.0,BMU,02/02/2017,950,11
132,IMBITUBA,542,-28.233,-48.65,351.0,BRA,01/01/1980,874,31
133,CANANEIA,726,-25.017,-47.933,194.0,BRA,18/07/2007,874,51
134,RIO DE JANEIRO,579,-22.933,-43.133,,BRA,01/01/1980,874,91
135,ILHA FISCAL,1032,-22.897,-43.167,195.0,BRA,06/06/2017,874,92
136,CANAVIEIRAS,699,-15.667,-38.967,,BRA,01/01/1980,874,106
137,SALVADOR,578,-12.967,-38.517,334.0,BRA,01/01/1980,874,111
138,RECIFE,556,-8.05,-34.867,,BRA,01/01/1980,874,121
139,FORTALEZA,559,-3.717,-38.483,336.0,BRA,01/01/1980,874,151
140,SALINOPOLIS,589,-0.65,-47.383,,BRA,01/01/1980,874,158
141,BELEM,580,-1.45,-48.5,,BRA,01/01/1980,874,161
142,SANTANA,1975,-0.05,-51.167,,BRA,18/03/1987,874,171
143,DIEGO GARCIA-C,1740,-7.283,72.4,26.0,IOT,17/10/2002,453,3
144,DIEGO GARCIA D,2190,-7.29,72.393,26.0,IOT,23/06/2014,453,5
145,BOURGAS,317,42.483,27.483,,BGR,27/08/1997,295,21
146,VARNA,318,43.183,27.917,,BGR,27/08/1997,295,51
147,PRINCE RUPERT,167,54.317,-130.333,155.0,CAN,29/06/2017,822,1
148,LANGARA POINT,840,54.25,-133.033,,CAN,05/07/2005,822,5
149,QUEEN CHARLOTTE CITY,829,53.25,-132.067,,CAN,29/06/2017,822,8
150,BELLA COOLA,1084,52.367,-126.783,,CAN,01/01/1980,822,13
151,BELLA BELLA,984,52.167,-128.133,,CAN,29/06/2017,822,16
152,PORT HARDY,1071,50.717,-127.483,,CAN,29/06/2017,822,20
153,ALERT BAY,554,50.583,-126.95,,CAN,01/01/1980,822,21
154,CAMPBELL RIVER,1323,50.017,-125.233,,CAN,29/06/2017,822,27
155,COMOX,630,49.667,-124.917,,CAN,01/01/1980,822,31
156,NANOOSE BAY,1825,49.267,-124.133,,CAN,04/06/1996,822,33
157,POINT ATKINSON,193,49.333,-123.25,,CAN,29/06/2017,822,51
158,VANCOUVER,175,49.283,-123.117,,CAN,29/06/2017,822,71
159,NEW WESTMINSTER,1245,49.2,-122.917,,CAN,29/06/2017,822,75
160,STEVESTON,1255,49.117,-123.183,,CAN,19/04/2000,822,83
161,TSAWWASSEN,1341,49.0,-123.133,,CAN,01/01/1980,822,85
162,FULFORD HARBOUR,688,48.767,-123.45,,CAN,04/06/1996,822,96
163,PATRICIA BAY,1152,48.65,-123.45,,CAN,29/06/2017,822,98
164,VICTORIA,166,48.417,-123.367,,CAN,29/06/2017,822,101
165,SOOKE,921,48.367,-123.733,,CAN,25/10/1993,822,104
166,PORT RENFREW,842,48.55,-124.417,,CAN,19/04/2000,822,106
167,BAMFIELD,1242,48.85,-125.133,,CAN,29/06/2017,822,108
168,PORT ALBERNI,527,49.233,-124.817,,CAN,19/04/2000,822,111
169,TOFINO,165,49.15,-125.917,156.0,CAN,29/06/2017,822,116
170,WINTER HARBOUR,1799,50.517,-128.033,,CAN,29/06/2017,822,124
171,"SAINT JOHN, N.B.",195,45.267,-66.067,,CAN,29/06/2017,970,1
172,DIGBY,1230,44.633,-65.75,,CAN,01/01/1980,970,5
173,YARMOUTH,1158,43.833,-66.133,,CAN,29/06/2017,970,7
174,BOUTILIER POINT,1259,44.667,-63.967,,CAN,07/06/1989,970,9
175,HALIFAX,96,44.667,-63.583,222.0,CAN,29/06/2017,970,11
176,POINT TUPPER,1332,45.6,-61.367,,CAN,03/06/1996,970,14
177,NORTH SYDNEY,1299,46.217,-60.25,,CAN,29/06/2017,970,16
178,PICTOU,1121,45.683,-62.7,,CAN,01/06/1998,970,21
179,CAP AUX MEULES,2031,47.379,-61.857,,CAN,29/06/2017,970,30
180,CHARLOTTETOWN,427,46.233,-63.117,,CAN,29/06/2017,970,31
181,RUSTICO,1330,46.467,-63.283,,CAN,01/06/1998,970,33
182,GRINDSTONE,1143,47.383,-61.867,,CAN,01/01/1980,970,34
183,SHEDIAC BAY,1326,46.25,-64.533,,CAN,29/06/2017,970,35
184,POINTE-DU-CHENE,1309,46.25,-64.533,,CAN,07/06/1989,970,36
185,POINT SAPIN,1138,46.967,-64.833,,CAN,01/01/1980,970,38
186,LOWER ESCUMINAC,1349,47.083,-64.883,,CAN,29/06/2017,970,40
187,BELLEDUNE,2069,47.9,-65.85,,CAN,29/06/2017,970,42
188,DALHOUSIE,1358,48.067,-66.383,,CAN,03/06/1996,970,46
189,RIVIERE-AU-RENARD,1213,49.0,-64.383,,CAN,29/06/2017,970,54
190,STE-ANNE-DES-MONTS,1199,49.133,-66.483,,CAN,03/06/1996,970,57
191,POINTE-AU-PERE,138,48.517,-68.467,,CAN,25/10/1993,970,61
192,RIMOUSKI,1597,48.483,-68.517,,CAN,29/06/2017,970,62
193,RIVIERE-DU-LOUP,1284,47.85,-69.567,,CAN,07/06/1989,970,64
194,ST-JEAN-PORT-JOLI,1223,47.217,-70.283,,CAN,01/01/1980,970,66
195,ST-FRANCOIS,999,47.0,-70.817,,CAN,29/06/2017,970,68
196,QUEBEC (LAUZON),173,46.833,-71.167,,CAN,07/05/2013,970,71
197,DESCHAILLONS,201,46.567,-72.1,,CAN,29/06/2017,970,74
198,PORT-SAINT-FRANCOIS,137,46.267,-72.617,,CAN,29/06/2017,970,76
199,BECANCOUR,1798,46.4,-72.383,,CAN,29/06/2017,970,77
200,TROIS-RIVIERES,126,46.333,-72.55,,CAN,29/06/2017,970,78
201,CHAMPLAIN,1005,46.433,-72.4,,CAN,04/06/1996,970,80
202,BATISCAN,144,46.5,-72.25,,CAN,29/06/2017,970,82
203,GRONDINES,387,46.583,-72.033,,CAN,04/06/1996,970,85
204,PORTNEUF,951,46.683,-71.883,,CAN,29/06/2017,970,87
205,NEUVILLE,192,46.7,-71.567,,CAN,29/06/2017,970,89
206,ST-JOSEPH-DE-LA-RIVE,1244,47.45,-70.367,,CAN,29/06/2017,970,92
207,PORT-ALFRED,1392,48.333,-70.867,,CAN,27/07/2015,970,95
208,TADOUSSAC,1219,48.133,-69.717,,CAN,25/10/1993,970,96
209,BAIE COMEAU,1218,49.233,-68.133,,CAN,25/10/1993,970,98
210,SEPT-ILES,1322,50.2,-66.4,,CAN,29/06/2017,970,99
211,HARRINGTON HBR,176,50.5,-59.483,,CAN,25/10/1993,970,101
212,SAVAGE COVE,1280,51.333,-56.7,,CAN,07/06/1989,970,103
213,LARK HARBOUR,1044,49.1,-58.367,,CAN,25/10/1993,970,106
214,PORT AUX BASQUES,392,47.567,-59.133,,CAN,29/06/2017,970,111
215,BONAVISTA,2135,49.083,-53.2,,CAN,29/06/2017,970,114
216,ARGENTIA,1321,47.3,-53.983,,CAN,29/06/2017,970,116
217,"ST. JOHN'S, NFLD.",393,47.567,-52.717,223.0,CAN,29/06/2017,970,121
218,WEST ST. MODESTE,1278,51.6,-56.7,,CAN,25/10/1993,970,132
219,NAIN,1029,56.55,-61.7,224.0,CAN,29/06/2017,970,134
220,QIKIQTARJUAQ,1935,67.867,-64.117,,CAN,29/06/2017,970,135
221,CHURCHILL,447,58.767,-94.183,,CAN,29/06/2017,970,141
222,RESOLUTE,863,74.683,-94.883,,CAN,01/01/1980,970,151
223,LITTLE CORNWALLIS ISLAND,1822,75.383,-96.95,,CAN,04/06/1996,970,156
224,ALERT,1110,82.49,-62.32,333.0,CAN,03/08/2010,970,162
225,CAMBRIDGE BAY,1132,69.117,-105.067,,CAN,07/06/1989,970,191
226,ULUKHAKTOK (FORMERLY HOLMAN ),1930,70.736,-117.761,,CAN,27/07/2015,970,199
227,CAPE PARRY,1282,70.15,-124.667,,CAN,19/03/2013,970,201
228,TUKTOYAKTUK,1000,69.417,-132.967,,CAN,29/06/2017,970,211
229,PORTO GRANDE (ST. VINCENT) 2,1769,16.883,-25.0,,CPV,09/11/1998,380,2
230,PALMEIRA,1914,16.75,-22.983,329.0,CPV,06/01/2016,380,21
231,NORTH SOUND,1422,19.3,-81.317,,CYM,18/06/2007,931,1
232,SOUTH SOUND,1426,19.267,-81.383,,CYM,20/08/1997,931,11
233,EASTER ISLAND-D,1462,-27.15,-109.45,137.0,CHL,11/09/1990,810,2
234,EASTER ISLAND-E,1272,-27.155,-109.473,137.0,CHL,07/06/2017,810,3
235,ARICA,618,-18.467,-70.333,,CHL,19/11/1992,850,1
236,IQUIQUE,1963,-20.217,-70.167,,CHL,08/04/2013,850,6
237,IQUIQUE II,2261,-20.204,-70.148,,CHL,12/10/2016,850,7
238,ANTOFAGASTA,511,-23.65,-70.417,174.0,CHL,19/11/1992,850,11
239,ANTOFAGASTA 2,510,-23.653,-70.404,174.0,CHL,07/06/2017,850,12
240,SAN FELIX,1751,-26.292,-80.109,177.0,CHL,07/06/2017,850,16
241,CALDERA,619,-27.067,-70.833,,CHL,19/11/1992,850,21
242,VALPARAISO,499,-33.027,-71.626,175.0,CHL,07/06/2017,850,31
243,JUAN FERNANDEZ-C,1644,-33.636,-78.83,176.0,CHL,07/06/2017,850,39
244,TALCAHUANO,571,-36.683,-73.1,,CHL,18/10/2016,850,41
245,CORRAL,1057,-39.867,-73.433,,CHL,01/01/1980,850,47
246,CORRAL II,2262,-39.878,-73.423,,CHL,12/10/2016,850,48
247,ANCUD,2264,-41.867,-73.832,,CHL,12/10/2016,850,53
248,MELINKA,2265,-43.898,-73.748,,CHL,12/10/2016,850,55
249,PUNTA ARENAS,473,-53.167,-70.9,,CHL,19/07/1996,850,61
250,PUNTA ARENAS II,2263,-53.124,-70.86,,CHL,12/10/2016,850,62
251,CALETA PERCY,994,-52.9,-70.267,,CHL,02/12/2015,850,71
252,PUERTO WILLIAMS,1122,-54.917,-67.617,,CHL,19/07/1996,850,81
253,DIEGO RAMIREZ,1785,-56.5,-68.717,,CHL,25/02/2004,850,91
254,BEIHAI,1408,21.483,109.083,,CHN,17/01/2012,610,1
255,ZHAPO,933,21.583,111.817,78.0,CHN,21/02/2017,610,2
256,NAN SHA,1730,9.55,112.88,,CHN,21/02/2017,610,3
257,XI SHA,1745,16.833,112.333,,CHN,21/02/2017,610,4
258,XIAMEN,727,24.45,118.067,247.0,CHN,05/11/2007,610,5
259,SHANWEI,1406,22.75,115.35,,CHN,17/01/2012,610,6
260,HAIKOU,1428,20.017,110.283,,CHN,17/01/2012,610,7
261,DONGFANG,1407,19.1,108.617,,CHN,17/01/2012,610,8
262,KANMEN,934,28.083,121.283,94.0,CHN,21/02/2017,610,16
263,LUSI,979,32.133,121.617,283.0,CHN,21/02/2017,610,32
264,LIANYUNGANG,1405,34.75,119.45,,CHN,17/01/2012,610,33
265,SHIJIUSUO,1404,35.383,119.55,,CHN,17/01/2012,610,34
266,YANTAI,731,37.533,121.383,,CHN,21/07/1995,610,36
267,TANGGU,1403,39.0,117.717,,CHN,21/07/1995,610,37
268,QINHUANGDAO,614,39.9,119.6,,CHN,24/07/1995,610,39
269,DALIAN,723,38.867,121.683,79.0,CHN,21/02/2017,610,44
270,LAOHUTAN,1513,38.867,121.683,79.0,CHN,20/04/1998,610,45
271,COCOS ISLAND (HOME IS.),983,-12.117,96.894,46.0,CCK,25/01/2017,680,521
272,BUENAVENTURA,456,3.9,-77.1,170.0,COL,04/11/2015,842,11
273,TUMACO,639,1.833,-78.733,171.0,COL,04/11/2015,842,21
274,RIOHACHA,714,11.55,-72.917,,COL,01/01/1980,902,11
275,CARTAGENA,572,10.4,-75.55,207.0,COL,20/04/1994,902,21
276,POINTE NOIRE,938,-4.783,11.833,261.0,COG,25/11/1993,424,21
277,PENRHYN,1450,-9.017,-158.067,143.0,COK,04/11/2015,775,1
278,RAROTONGA B,1843,-21.205,-159.785,139.0,COK,25/01/2017,785,6
279,PUNTARENAS,464,9.967,-84.833,,CRI,01/01/1980,836,1
280,QUEPOS,844,9.4,-84.167,167.0,CRI,14/10/2013,836,11
281,QUEPOS B,2189,9.425,-84.172,167.0,CRI,29/09/2015,836,21
282,PUERTO LIMON,552,10.0,-83.033,,CRI,18/05/1994,906,11
283,ABIDJAN,1313,5.25,-4.0,257.0,CIV,01/01/1980,405,1
284,ROVINJ,761,45.083,13.628,,HRV,17/05/2016,280,6
285,BAKAR,353,45.3,14.533,,HRV,01/10/2015,280,11
286,ZADAR,1859,44.123,15.235,,HRV,17/05/2016,280,13
287,GAZENICA,1577,44.083,15.267,,HRV,31/05/1990,280,14
288,ZLARIN,1578,43.7,15.667,,HRV,31/05/1990,280,17
289,SPLIT RT MARJANA,685,43.508,16.392,,HRV,13/05/2013,280,21
290,SPLIT - GRADSKA LUKA,352,43.507,16.442,,HRV,17/05/2016,280,31
291,VIS-CESKA VILA,1574,43.067,16.2,,HRV,03/02/1993,280,40
292,SUCURAJ,1706,43.133,17.2,,HRV,12/05/2008,280,46
293,UBLI,1718,42.75,16.833,,HRV,03/02/1993,280,56
294,PLOCE,1945,43.05,17.417,,HRV,17/05/2016,280,75
295,DUBROVNIK,760,42.658,18.063,,HRV,17/05/2016,280,81
296,MARIEL BOCA,2286,23.021,-82.756,,CUB,07/03/2017,930,23
297,GIBARA,563,21.108,-76.125,276.0,CUB,07/03/2017,930,31
298,NUEVITAS PUNTA PRACTICO,2288,21.591,-77.11,,CUB,07/03/2017,930,35
299,GUANTANAMO BAY,418,19.907,-75.147,,CUB,17/07/2001,930,51
