,Station Name,ID,Lat.,Lon.,GLOSS ID  ,Country  ,Date,Coastline  ,Station  
1224,FUNAFUTI B,1839,-8.502,179.195,121.0,TUV,25/01/2017,732,12
1225,SEVASTOPOL,42,44.617,33.533,,UKR,03/02/1998,298,41
1226,LERWICK,830,60.154,-1.14,236.0,GBR,28/06/2017,170,1
1227,WICK,1109,58.441,-3.086,,GBR,28/06/2017,170,5
1228,INVERGORDON,944,57.683,-4.167,,GBR,01/01/1980,170,7
1229,BUCKIE,1281,57.667,-2.967,,GBR,07/04/1992,170,9
1230,ABERDEEN I,361,57.144,-2.077,,GBR,28/06/2017,170,11
1231,ABERDEEN II,21,57.15,-2.083,,GBR,01/01/1980,170,12
1232,ROSYTH,1074,56.017,-3.45,,GBR,29/03/1994,170,27
1233,LEITH,802,55.983,-3.167,,GBR,04/08/1989,170,31
1234,LEITH II,1526,55.99,-3.182,,GBR,28/06/2017,170,32
1235,DUNBAR,190,56.006,-2.517,,GBR,01/01/1980,170,41
1236,NORTH SHIELDS,95,55.007,-1.44,,GBR,28/06/2017,170,53
1237,WHITBY,1505,54.49,-0.615,,GBR,28/06/2017,170,56
1238,IMMINGHAM,286,53.63,-0.187,,GBR,06/05/2015,170,61
1239,CROMER,1632,52.934,1.302,,GBR,28/06/2017,170,66
1240,LOWESTOFT,754,52.473,1.75,,GBR,28/06/2017,170,68
1241,FELIXSTOWE,214,51.958,1.347,,GBR,14/05/2012,170,71
1242,HARWICH,742,51.948,1.292,,GBR,28/06/2017,170,73
1243,WALTON ON THE NAZE,1224,51.85,1.267,,GBR,20/02/1991,170,74
1244,SOUTHEND,334,51.514,0.724,,GBR,17/05/2016,170,81
1245,TILBURY,335,51.467,0.367,,GBR,20/02/1991,170,83
1246,TOWER PIER,336,51.5,0.083,,GBR,18/10/2016,170,92
1247,SHEERNESS,3,51.446,0.743,,GBR,31/05/2016,170,101
1248,HERNE BAY,2276,51.382,1.116,,GBR,08/03/2016,170,102
1249,DEAL,2277,51.224,1.409,,GBR,08/03/2016,170,108
1250,DOVER,255,51.114,1.323,,GBR,28/06/2017,170,111
1251,NEWHAVEN,1548,50.782,0.057,,GBR,28/06/2017,170,119
1252,PORTSMOUTH,350,50.802,-1.111,,GBR,28/06/2017,170,131
1253,ARUN PLATFORM,2280,50.77,-0.492,,GBR,08/03/2016,170,132
1254,SANDOWN PIER,2278,50.651,-1.153,,GBR,08/03/2016,170,134
1255,LYMINGTON,2281,50.74,-1.507,,GBR,28/09/2016,170,136
1256,SWANAGE PIER,2279,50.609,-1.949,,GBR,08/03/2016,170,138
1257,BOURNEMOUTH,1878,50.714,-1.875,,GBR,02/07/2014,170,146
1258,WEYMOUTH,1773,50.609,-2.448,,GBR,28/06/2017,170,150
1259,WEST BAY HARBOUR,2282,50.709,-2.764,,GBR,28/09/2016,170,152
1260,TEIGNMOUTH PIER,2283,50.544,-3.492,,GBR,08/03/2016,170,154
1261,DEVONPORT,982,50.368,-4.185,,GBR,28/06/2017,170,157
1262,NEWLYN,202,50.103,-5.543,241.0,GBR,28/06/2017,170,161
1263,PORT ISAAC,2284,50.594,-4.834,,GBR,08/03/2016,170,162
1264,ST. MARYS,1855,49.918,-6.317,,GBR,31/05/2016,170,163
1265,ILFRACOMBE,1214,51.211,-4.112,,GBR,31/05/2016,170,166
1266,HINKLEY POINT,1758,51.211,-3.131,,GBR,28/06/2017,170,168
1267,PORTBURY,2011,51.5,-2.728,,GBR,28/06/2017,170,170
1268,AVONMOUTH,257,51.508,-2.713,,GBR,27/01/2016,170,171
1269,SEVERN BRIDGE,2285,51.57,-2.7,,GBR,08/03/2016,170,172
1270,NEWPORT,1832,51.55,-2.987,,GBR,28/06/2017,170,173
1271,SWANSEA,967,51.617,-3.917,,GBR,25/10/1989,170,178
1272,MUMBLES,1732,51.57,-3.975,,GBR,06/05/2015,170,179
1273,MILFORD HAVEN (NEWTON NOYES),66,51.7,-5.017,,GBR,20/02/1987,170,181
1274,MILFORD HAVEN (HAKIN),1700,51.707,-5.052,,GBR,28/06/2017,170,182
1275,FISHGUARD,939,52.013,-4.984,,GBR,18/03/1991,170,183
1276,FISHGUARD II,1731,52.013,-4.984,,GBR,28/06/2017,170,184
1277,BARMOUTH,1771,52.719,-4.045,,GBR,31/05/2016,170,187
1278,HOLYHEAD,5,53.314,-4.62,,GBR,28/06/2017,170,191
1279,LLANDUDNO,1854,53.332,-3.825,,GBR,28/06/2017,170,196
1280,BIRKENHEAD (ALFRED DOCK),765,53.4,-3.017,,GBR,25/06/1992,170,201
1281,LIVERPOOL GEORGES AND PRINCES PIERS,15,53.4,-3.0,,GBR,27/01/2016,170,211
1282,LIVERPOOL (GLADSTONE DOCK),1774,53.45,-3.018,,GBR,28/06/2017,170,214
1283,HEYSHAM,936,54.032,-2.92,,GBR,31/05/2016,170,225
1284,WORKINGTON,1794,54.651,-3.567,,GBR,28/06/2017,170,228
1285,PORTPATRICK,1215,54.843,-5.12,,GBR,02/07/2012,170,236
1286,MILLPORT,755,55.75,-4.906,,GBR,28/06/2017,170,241
1287,ISLAY (PORT ELLEN),1772,55.628,-6.19,,GBR,14/05/2012,170,244
1288,TOBERMORY,1491,56.623,-6.064,,GBR,28/06/2017,170,246
1289,ULLAPOOL,1112,57.895,-5.158,,GBR,28/06/2017,170,249
1290,STORNOWAY,314,58.208,-6.389,238.0,GBR,28/06/2017,170,251
1291,KINLOCHBERVIE,1775,58.457,-5.05,,GBR,28/06/2017,170,255
1292,PORTRUSH,1867,55.207,-6.657,,GBR,28/06/2017,170,261
1293,BELFAST,861,54.6,-5.917,,GBR,01/01/1980,170,271
1294,BELFAST 2,219,54.6,-5.917,,GBR,31/05/1989,170,272
1295,BANGOR,1856,54.665,-5.669,,GBR,28/06/2017,170,281
1296,FRENCH FRIGATE SHOALS,1372,23.867,-166.283,107.0,USA,14/10/2013,760,16
1297,FRENCH FRIGATE SHOALS B,2192,23.868,-166.288,107.0,USA,23/06/2014,760,17
1298,"PORT ALLEN, HANAPEPE BAY, KAUAI ISLAND",2129,21.903,-159.592,,USA,24/01/2012,760,19
1299,"NAWILIWILI BAY, KAUAI ISLAND",756,21.953,-159.355,,USA,02/02/2017,760,21
1300,HONOLULU,155,21.307,-157.867,108.0,USA,02/02/2017,760,31
1301,MOKUOLOE ISLAND,823,21.432,-157.79,,USA,02/02/2017,760,41
1302,"LANAI ISLAND, KAUMALAPAU",2273,20.78,-156.9,,USA,05/01/2016,760,43
1303,"KAHULUI HARBOR, MAUI ISLAND",521,20.895,-156.477,,USA,02/02/2017,760,51
1304,"KAWAIHAE, HAWAII ISLAND",2128,20.037,-155.83,,USA,02/02/2017,760,56
1305,"HILO, HAWAII ISLAND",300,19.73,-155.055,287.0,USA,02/02/2017,760,61
1306,MASSACRE BAY,491,52.833,173.2,,USA,01/01/1980,820,1
1307,ADAK SWEEPER COVE,487,51.863,-176.632,302.0,USA,02/02/2017,820,11
1308,"ATKA, NAZAN BAY",2303,52.232,-174.173,,USA,02/02/2017,820,12
1309,DUTCH HARBOR,390,53.9,-166.533,102.0,USA,01/01/1980,820,20
1310,UNALASKA,757,53.88,-166.537,102.0,USA,02/02/2017,820,21
1311,"PRUDHOE BAY, ALASKA",1857,70.4,-148.527,151.0,USA,02/02/2017,821,2
1312,"NOME, ALASKA",1800,64.5,-165.43,74.0,USA,02/02/2017,821,3
1313,"KING COVE, DEER PASSAGE",2302,55.062,-162.327,,USA,02/02/2017,821,5
1314,"SAND POINT, POPOF IS., AK",1634,55.337,-160.502,100.0,USA,02/02/2017,821,6
1315,"VILLAGE COVE, ST. PAUL ISLAND",2304,57.125,-170.285,,USA,02/02/2017,821,7
1316,"ST. PAUL'S HARBOR, KODIAK",1179,57.745,-152.482,,USA,06/07/1990,821,9
1317,"ALITAK, LAZY BAY",2301,56.898,-154.247,,USA,02/02/2017,821,10
1318,"KODIAK ISLAND, WOMENS BAY",567,57.732,-152.512,,USA,02/02/2017,821,11
1319,ANCHORAGE,1067,61.238,-149.89,,USA,02/02/2017,821,12
1320,"NIKISKI, ALASKA",1350,60.683,-151.397,,USA,02/02/2017,821,13
1321,SELDOVIA,1070,59.44,-151.72,,USA,07/02/2017,821,15
1322,SEWARD,266,60.12,-149.427,150.0,USA,02/02/2017,821,17
1323,VALDEZ,1353,61.125,-146.362,,USA,02/02/2017,821,19
1324,CORDOVA,566,60.558,-145.752,,USA,02/02/2017,821,20
1325,"ELFIN COVE, PORT ALTHORP",2300,58.195,-136.347,,USA,02/02/2017,821,22
1326,YAKUTAT,445,59.548,-139.733,,USA,02/02/2017,821,26
1327,SITKA,426,57.052,-135.342,154.0,USA,02/02/2017,821,31
1328,PORT ALEXANDER,2299,56.247,-134.647,,USA,02/02/2017,821,33
1329,SKAGWAY,495,59.45,-135.327,,USA,02/02/2017,821,41
1330,JUNEAU,405,58.298,-134.412,,USA,02/02/2017,821,44
1331,KETCHIKAN,225,55.332,-131.625,,USA,02/02/2017,821,51
1332,NEAH BAY,385,48.367,-124.612,,USA,02/02/2017,823,1
1333,LA PUSH,2298,47.913,-124.637,,USA,02/02/2017,823,2
1334,"PORT ANGELES, WASHINGTON",2127,48.125,-123.44,,USA,02/02/2017,823,3
1335,CHERRY POINT,1633,48.863,-122.757,,USA,02/02/2017,823,5
1336,FRIDAY HARBOR (OCEAN. LABS.),384,48.547,-123.01,,USA,02/02/2017,823,6
1337,"TOKE POINT, WILLIPA BAY, WA",1354,46.707,-123.967,,USA,02/02/2017,823,9
1338,SEATTLE,127,47.602,-122.338,,USA,02/02/2017,823,11
1339,PORT TOWNSEND,1325,48.112,-122.757,,USA,02/02/2017,823,12
1340,ASTORIA (TONGUE POINT),265,46.207,-123.768,,USA,02/02/2017,823,13
1341,GARIBALDI,1285,45.553,-123.918,,USA,22/05/1987,823,14
1342,DEPOE BAY,1541,44.81,-124.057,,USA,27/11/1987,823,15
1343,SOUTH BEACH,1196,44.625,-124.042,157.0,USA,07/02/2017,823,16
1344,GARIBALDI II,2214,45.555,-123.918,,USA,02/02/2017,823,17
1345,CHARLESTON II,1269,43.345,-124.322,,USA,02/02/2017,823,19
1346,PORT ORFORD,1640,42.738,-124.498,,USA,02/02/2017,823,20
1347,CRESCENT CITY,378,41.745,-124.182,,USA,02/02/2017,823,21
1348,"N. SPIT, HUMBOLDT BAY",1639,40.767,-124.217,,USA,02/02/2017,823,24
1349,"ARENA COVE, CALIFORNIA",2125,38.913,-123.707,,USA,02/02/2017,823,26
1350,POINT REYES,1394,37.995,-122.977,,USA,02/02/2017,823,30
1351,SAN FRANCISCO,10,37.807,-122.465,158.0,USA,02/02/2017,823,31
1352,ALAMEDA (NAVAL AIR STATION),437,37.772,-122.298,,USA,02/02/2017,823,32
1353,"PORT CHICAGO, CALIFORNIA",2330,38.055,-122.04,,USA,16/02/2017,823,33
1354,SAN MATEO,1663,37.583,-122.25,,USA,21/06/1990,823,34
1355,"REDWOOD CITY, CALIFORNIA",2329,37.507,-122.212,,USA,16/02/2017,823,35
1356,MONTEREY,1352,36.605,-121.887,,USA,02/02/2017,823,36
1357,PORT SAN LUIS,508,35.177,-120.76,,USA,02/02/2017,823,42
1358,RINCON ISLAND,1013,34.348,-119.442,,USA,16/07/1993,823,44
1359,"SANTA BARBARA, CALIFORNIA",2126,34.408,-119.685,,USA,02/02/2017,823,48
1360,SANTA MONICA (MUNICIPAL PIER),377,34.008,-118.5,,USA,02/02/2017,823,49
1361,LOS ANGELES,245,33.72,-118.272,,USA,02/02/2017,823,51
1362,ALAMITOS BAY ENTRANCE,717,33.75,-118.117,,USA,01/01/1980,823,56
1363,NEWPORT BAY,766,33.603,-117.882,,USA,16/07/1993,823,57
1364,SAN CLEMENTE ISLAND,883,33.0,-118.55,,USA,01/01/1980,823,61
1365,LA JOLLA (SCRIPPS PIER),256,32.867,-117.257,159.0,USA,02/02/2017,823,71
1366,SAN DIEGO (QUARANTINE STATION),158,32.713,-117.173,,USA,02/02/2017,823,81
1367,PORT ISABEL,497,26.06,-97.215,,USA,02/02/2017,940,1
1368,PORT MANSFIELD,1038,26.553,-97.422,,USA,02/02/2017,940,2
1369,PADRE ISLAND,919,26.068,-97.152,,USA,16/07/1993,940,3
1370,"PORT ARANSAS, H. CALDWELL PIER",922,27.827,-97.05,,USA,03/06/1987,940,4
1371,ROCKPORT,538,28.022,-97.047,,USA,02/02/2017,940,5
1372,FREEPORT,725,28.948,-95.308,,USA,27/05/2009,940,6
1373,"GALVESTON I, PLEASURE PIER, TX",828,29.285,-94.788,217.0,USA,07/03/2012,940,7
1374,"GALVESTON II, PIER 21, TX",161,29.31,-94.793,217.0,USA,02/02/2017,940,8
1375,SABINE PASS,920,29.705,-93.853,,USA,04/11/1988,940,9
1376,SABINE PASS NORTH,1835,29.728,-93.87,,USA,02/02/2017,940,10
1377,EUGENE ISLAND,440,29.372,-91.385,,USA,26/10/1990,940,11
1378,"USCG FREEPORT, TEXAS",2297,28.943,-95.302,,USA,02/02/2017,940,12
1379,"CORPUS CHRISTI, GULF MEXICO, TX",1903,27.583,-97.217,,USA,02/02/2017,940,15
1380,GRAND ISLE,526,29.263,-89.957,,USA,02/02/2017,940,21
1381,"NEW CANAL STATION, LOUISIANA",2328,30.027,-90.113,,USA,16/02/2017,940,28
1382,"SHELL BEACH, LOUISIANA",2296,29.868,-89.673,,USA,02/02/2017,940,30
1383,"WAVELAND, GULF OF MEX., MS",1884,30.282,-89.367,,USA,19/08/2013,940,32
1384,BAY WAVELAND YACHT CLUB,1715,30.325,-89.325,,USA,01/10/1996,940,36
1385,DAUPHIN ISLAND,1156,30.25,-88.075,,USA,02/02/2017,940,37
1386,BAY WAVELAND YACHT CLUB II,2215,30.327,-89.325,,USA,02/02/2017,940,38
1387,"MOBILE STATE DOCKS, ALABAMA",2327,30.705,-88.04,,USA,16/02/2017,940,39
1388,PENSACOLA,246,30.403,-87.21,288.0,USA,02/02/2017,940,41
1389,"PANAMA CITY, ST.ANDREWS BAY, FL",1641,30.152,-85.667,,USA,02/02/2017,940,42
1390,APALACHICOLA,1193,29.727,-84.982,,USA,02/02/2017,940,43
1391,TURKEY POINT,1714,29.915,-84.512,,USA,01/10/1996,940,45
1392,ST. MARKS,1136,30.067,-84.183,,USA,01/01/1980,940,47
1393,"SHELL POINT, WALKER CREEK",1670,30.06,-84.29,,USA,05/07/1990,940,49
1394,CEDAR KEY I,199,29.133,-83.033,,USA,01/01/1980,940,51
1395,CEDAR KEY II,428,29.135,-83.032,,USA,02/02/2017,940,52
1396,CLEARWATER BEACH,1638,27.978,-82.832,,USA,02/02/2017,940,60
1397,ST. PETERSBURG,520,27.76,-82.627,,USA,02/02/2017,940,61
1398,FORT MYERS,1106,26.647,-81.87,,USA,02/02/2017,940,65
1399,NAPLES,1107,26.132,-81.807,,USA,02/02/2017,940,66
1400,KEY WEST,188,24.555,-81.807,216.0,USA,02/02/2017,940,71
1401,VACA KEY,1701,24.712,-81.105,,USA,02/02/2017,940,89
1402,MARATHON SHORES,1187,24.733,-81.033,,USA,01/01/1980,940,91
1403,KEY COLONY BEACH,1424,24.718,-81.017,,USA,06/03/2000,940,92
1404,MIAMI BEACH,363,25.768,-80.132,,USA,05/10/1987,960,1
1405,HAULOVER PIER,1717,25.903,-80.12,,USA,24/11/1994,960,2
1406,LAKE WORTH PIER,1696,26.612,-80.033,,USA,07/02/2017,960,4
1407,PALM BEACH,1669,26.7,-80.05,,USA,05/07/1990,960,5
1408,DAYTONA BEACH,270,29.233,-81.0,,USA,01/01/1980,960,6
1409,DAYTONA BEACH SHORES,1182,29.147,-80.963,,USA,05/10/1987,960,7
1410,"VIRGINIA KEY, FL",1858,25.73,-80.162,332.0,USA,02/02/2017,960,8
1411,"MAYPORT (BAR PILOTS DOCK), FLORIDA",2326,30.398,-81.428,,USA,16/02/2017,960,10
1412,MAYPORT,316,30.393,-81.432,,USA,01/06/2001,960,11
1413,JACKSONVILLE,716,30.35,-81.617,,USA,01/01/1980,960,12
1414,"TRIDENT PIER, PORT CANAVERAL",2123,28.415,-80.592,,USA,02/02/2017,960,15
1415,FERNANDINA BEACH,112,30.672,-81.465,,USA,02/02/2017,960,21
1416,FORT PULASKI,395,32.033,-80.902,289.0,USA,02/02/2017,960,31
1417,BEAUFORT,1537,32.433,-80.667,,USA,04/11/1988,960,36
1418,CHARLESTON I,234,32.782,-79.925,,USA,02/02/2017,960,41
1419,GENERAL DYNAMICS PIER,1721,33.017,-79.917,,USA,16/07/1993,960,42
1420,"SOUTH ISLAND PLANTATION, WINYAH BAY",1651,33.235,-79.203,,USA,01/10/1996,960,44
1421,"BUCKSPORT, WACCAMAW R.",1720,33.647,-79.095,,USA,16/07/1993,960,48
1422,SPRINGMAID PIER,1444,33.655,-78.918,,USA,02/02/2017,960,50
1423,MYRTLE BEACH,862,33.683,-78.885,,USA,01/01/1980,960,51
1424,SOUTHPORT,1431,33.915,-78.018,,USA,22/06/1990,960,56
1425,"CAPE HATTERAS, NORTH CAROLINA",2294,35.223,-75.635,,USA,26/04/2016,960,59
1426,WILMINGTON,396,34.227,-77.953,,USA,02/02/2017,960,60
1427,"BEAUFORT, NORTH CAROLINA",2295,34.72,-76.67,,USA,02/02/2017,960,61
1428,MOREHEAD CITY,719,34.717,-76.733,,USA,01/01/1980,960,62
1429,DUCK PIER OUTSIDE,1636,36.183,-75.747,219.0,USA,02/02/2017,960,63
1430,VIRGINIA BEACH,945,36.85,-75.967,,USA,01/01/1980,960,64
1431,PORTSMOUTH (NORFOLK NAVY YARD),399,36.822,-76.293,,USA,26/06/1990,960,65
1432,"OREGON INLET MARINA, NORTH CAROLINA",2325,35.795,-75.548,,USA,16/02/2017,960,66
1433,RICHMOND,462,37.567,-77.45,,USA,01/01/1980,960,68
1434,CHESAPEAKE BAY BR. TUN.,1635,36.967,-76.113,,USA,02/02/2017,960,70
1435,"SEWELLS POINT, HAMPTON ROADS",299,36.947,-76.33,,USA,02/02/2017,960,71
1436,GLOUCESTER POINT,597,37.247,-76.5,,USA,26/01/2005,960,72
1437,CAMBRIDGE II,1295,38.573,-76.068,,USA,02/02/2017,960,73
1438,CAMBRIDGE,481,38.575,-76.072,,USA,01/01/1980,960,74
1439,"LEWISETTA, VIRGINIA",2324,37.995,-76.465,,USA,16/02/2017,960,75
1440,WASHINGTON DC,360,38.873,-77.022,,USA,02/02/2017,960,76
1441,"PINEY POINT, MARYLAND",971,38.133,-76.533,,USA,01/01/1980,960,77
1442,SOLOMON'S ISLAND (BIOL. LAB.),412,38.317,-76.452,,USA,02/02/2017,960,78
1443,GINGERVILLE CREEK,1203,38.958,-76.555,,USA,01/01/1980,960,79
1444,ANNAPOLIS (NAVAL ACADEMY),311,38.983,-76.48,,USA,02/02/2017,960,80
1445,BALTIMORE,148,39.267,-76.578,,USA,02/02/2017,960,81
1446,MATAPEAKE,1338,38.957,-76.355,,USA,02/10/1987,960,82
1447,KIPTOPEKE BEACH,636,37.165,-75.988,,USA,02/02/2017,960,83
1448,INDIAN RIVER INLET,1337,38.61,-75.07,,USA,02/10/1987,960,84
1449,LEWES (BREAKWATER HARBOR),224,38.782,-75.12,,USA,02/02/2017,960,85
1450,OCEAN CITY INLET,2292,38.328,-75.092,,USA,02/02/2017,960,86
1451,PHILADELPHIA (PIER 9N),135,39.933,-75.142,,USA,02/02/2017,960,87
1452,TRENTON,1654,40.188,-74.755,,USA,16/07/1993,960,88
1453,REEDY POINT,786,39.558,-75.573,,USA,02/02/2017,960,89
1454,CAPE MAY,1153,38.968,-74.96,,USA,02/02/2017,960,90
1455,ATLANTIC CITY,180,39.355,-74.418,220.0,USA,02/02/2017,960,91
1456,WACHAPREAGUE,2293,37.607,-75.687,,USA,02/02/2017,960,92
1457,"TOLCHESTER BEACH, MARYLAND",2323,39.213,-76.245,,USA,16/02/2017,960,93
1458,SANDY HOOK,366,40.467,-74.008,,USA,02/02/2017,960,101
1459,NEW YORK (THE BATTERY),12,40.7,-74.013,,USA,02/02/2017,960,121
1460,"BERGEN POINT, STATEN IS.",1637,40.637,-74.142,,USA,02/02/2017,960,132
1461,MONTAUK,519,41.048,-71.96,,USA,02/02/2017,960,135
1462,PLUM ISLAND,875,41.167,-72.2,,USA,01/01/1980,960,136
1463,PORT JEFFERSON,848,40.95,-73.077,,USA,16/07/1993,960,138
1464,"KINGS POINT, NEW YORK",2322,40.81,-73.765,,USA,16/02/2017,960,140
1465,WILLETS POINT,362,40.793,-73.782,,USA,01/06/2001,960,141
1466,NEW ROCHELLE,856,40.893,-73.782,,USA,05/06/1987,960,143
1467,BRIDGEPORT,1068,41.173,-73.182,,USA,02/02/2017,960,147
1468,NEW LONDON,429,41.36,-72.09,,USA,02/02/2017,960,151
1469,PROVIDENCE (STATE PIER),430,41.807,-71.4,,USA,02/02/2017,960,158
1470,NEWPORT,351,41.505,-71.327,290.0,USA,02/02/2017,960,161
1471,BUZZARDS BAY,776,41.742,-70.617,,USA,01/01/1980,960,163
1472,WOODS HOLE (OCEAN. INST.),367,41.523,-70.672,,USA,02/02/2017,960,165
1473,NANTUCKET ISLAND,1111,41.285,-70.097,,USA,02/02/2017,960,166
1474,"SANDWICH MARINA, CAPE COD CANAL ENTRANCE",775,41.767,-70.5,,USA,01/01/1980,960,168
1475,BOSTON,235,42.353,-71.053,,USA,02/02/2017,960,171
1476,SEAVEY ISLAND,288,43.08,-70.742,,USA,26/10/1990,960,177
1477,"FORT POINT, NEWCASTLE ISLAND",2291,43.072,-70.712,,USA,02/02/2017,960,178
1478,"FORT POINT, NEW HAMPSHIRE",2321,43.072,-70.71,,USA,15/02/2017,960,179
1479,PORTLAND (MAINE),183,43.657,-70.247,,USA,02/02/2017,960,181
1480,ROCKLAND,1279,44.105,-69.102,,USA,22/06/1990,960,186
1481,"BAR HARBOR, FRENCHMAN BAY, ME",525,44.392,-68.205,,USA,02/02/2017,960,191
1482,CUTLER II,1524,44.642,-67.297,,USA,23/06/2011,960,196
1483,CUTLER,1081,44.65,-67.217,,USA,01/01/1980,960,197
1484,EASTPORT,332,44.903,-66.982,,USA,02/02/2017,960,201
1485,MIDWAY ISLAND,523,28.212,-177.36,106.0,UMI,02/02/2017,760,1
1486,JOHNSTON ISLAND,598,16.738,-169.53,109.0,UMI,26/01/2005,760,11
1487,COLONIA,433,-34.483,-57.85,,URY,23/05/1996,870,1
1488,MONTEVIDEO (PUNTA LOBOS),431,-34.9,-56.25,300.0,URY,02/05/2017,870,11
1489,PUNTA DEL ESTE,434,-34.967,-54.95,,URY,23/05/1996,870,21
1490,LA PALOMA,764,-34.65,-54.15,,URY,03/05/2017,870,31
1491,PORT VILA B,1841,-17.755,168.308,348.0,VUT,25/01/2017,741,2
1492,PUERTO DE HIERRO,782,10.617,-62.083,,VEN,01/01/1980,900,1
1493,GUIRIA,1053,10.567,-62.283,,VEN,20/04/2001,900,6
1494,VUNGTAU,1495,10.333,107.067,,VNM,17/11/2015,605,21
1495,VUNG TAU II,2268,10.34,107.072,,VNM,04/11/2015,605,22
1496,QUINHON,1449,13.767,109.25,75.0,VNM,17/11/2015,605,41
1497,QUI NHON II,2267,13.775,109.255,75.0,VNM,04/11/2015,605,42
1498,DANANG,1475,16.1,108.217,,VNM,17/11/2015,605,51
1499,HONNGU,1003,18.8,105.767,,VNM,17/11/2015,605,61
1500,HONDAU,841,20.667,106.8,,VNM,17/11/2015,605,81
1501,CHARLOTTE AMALIE,1393,18.335,-64.92,,VIR,02/02/2017,939,1
1502,"LIME TREE BAY, ST CROIX",1447,17.693,-64.753,,VIR,02/02/2017,939,11
1503,CHRISTIANSTED HARBOUR,2118,17.75,-64.705,,VIR,02/02/2017,939,15
1504,LAMESHUR BAY,2119,18.317,-64.723,,VIR,02/02/2017,939,21
1505,ADEN,44,12.788,44.974,3.0,YEM,01/02/2016,485,1
